1,1
2,2
1,3
1,4
1,5
3,6
4,7
5,8
6,9
1,10
7,11
8,12
9,13
1,14
3,15
10,16
11,17
3,18
1,19
12,20
13,21
1,22
14,23
3,24
15,25
1,26
1,27
16,28
2,29
1,30
17,31
18,32
19,33
20,34
3,35
21,36
3,37
22,38
23,39
24,40
3,41
3,42
1,43
3,44
1,45
1,46
1,47
24,48
1,49
25,50
26,51
3,52
27,53
28,54
20,55
29,56
3,57
30,58
31,59
31,60
32,61
20,62
33,63
31,64
31,65
31,66
31,67
31,68
34,69
35,70
36,71
37,72
38,73
39,74
40,75
41,76
21,77
21,78
21,79
42,80
43,81
42,82
44,83
45,84
20,85
3,86
46,87
20,88
20,89
20,90
3,91
3,92
3,93
20,94
47,95
48,96
3,97
3,98
3,99
3,100
3,101
20,102
20,103
20,104
20,105
20,106
20,107
20,108
3,109
20,110
20,111
49,112
50,113
20,114
20,115
20,116
20,117
20,118
20,119
20,120
20,121
20,122
20,123
20,124
20,125
51,126
51,127
20,128
3,129
20,130
52,131
53,132
30,133
34,134
20,135
34,136
54,137
55,138
20,139
20,140
20,141
20,142
20,143
20,144
20,145
56,146
20,147
20,148
20,149
20,150
20,151
20,152
20,153
20,154
20,155
20,156
20,157
20,158
20,159
20,160
20,161
57,162
20,163
20,164
20,165
20,166
20,167
20,168
20,169
20,170
20,171
20,172
20,173
20,174
20,175
20,176
20,177
20,178
20,179
20,180
20,181
20,182
20,183
3,184
20,185
20,186
20,187
20,188
3,189
20,190
20,191
20,192
20,193
20,194
20,195
3,196
20,197
20,198
20,199
20,200
20,201
20,202
20,203
20,204
20,205
20,206
20,207
58,208
20,209
20,210
20,211
20,212
